review_id,user_id,product_id,order_id,rating,review_text,review_date,is_verified_purchase
28,11324,2460,11995,5,很满意的一次购物，品质令人惊喜。,2026-05-18,True
29,11812,272,29542,5,质量很好，品质超出预期，物流也快。,2025-12-03,False
30,10106,4998,34660,3,没什么特别的，使用体验正常水平。,2025-10-06,True
31,7702,3605,968,3,一般般，日常使用没有想象中好，但也不差。,2026-07-06,True
32,11758,1529,44992,4,第二次购买了，做工一如既往地好。,2025-04-12,True
33,2880,1223,15111,3,一般般，整体表现没有想象中好，但也不差。,2026-03-31,True
34,9990,820,50397,5,性价比很高，做工完全满足需求。,2024-10-03,False
35,4532,1469,1651,4,质量很好，材质超出预期，物流也快。,2026-07-06,True
36,8532,4231,34991,5,质量很好，功能超出预期，物流也快。,2025-10-03,True
37,2201,2400,11308,3,凑合能用，日常使用有待改进。,2026-05-18,True
38,8647,3553,45964,4,用了一段时间了，手感表现稳定。,2025-03-20,True
39,11814,615,8746,5,第二次购买了，材质一如既往地好。,2026-06-02,True
40,11029,3300,7099,5,非常好用，性能很出色，推荐购买！,2026-06-09,True
41,2638,3215,462,5,非常好用，材质很出色，推荐购买！,2026-07-19,True
42,1364,2085,45738,5,朋友推荐的，果然不错，颜色很满意。,2026-07-08,True
43,5867,1995,7752,3,一般般，整体表现没有想象中好，但也不差。,2026-05-19,True
44,11900,4853,7106,3,还行吧，使用体验中规中矩，对得起价格。,2026-06-11,True
45,9240,2205,13178,5,非常好用，外观设计很出色，推荐购买！,2026-05-07,False
46,11292,2748,27015,5,朋友推荐的，果然不错，颜色很满意。,2025-12-24,True
47,9648,2880,54130,5,朋友推荐的，果然不错，功能很满意。,2024-03-23,True
48,9241,3760,42493,4,包装精美，性能很棒，会回购的。,2025-05-10,True
49,5582,1059,27907,5,很满意的一次购物，性能令人惊喜。,2025-12-05,True
50,8913,4964,31085,3,没什么特别的，实际效果正常水平。,2025-11-03,False
51,6057,2766,44352,4,非常好用，材质很出色，推荐购买！,2025-04-26,True
52,594,12,42206,3,性价比一般，整体表现勉强可以接受。,2025-05-15,True
53,2332,1262,26475,5,第二次购买了，手感一如既往地好。,2025-12-25,True
54,735,4778,3209,5,包装精美，做工很棒，会回购的。,2026-06-28,False
55,10109,3668,19870,5,第二次购买了，颜色一如既往地好。,2026-02-28,True
56,4728,4681,25409,5,质量很好，手感超出预期，物流也快。,2026-01-09,True
57,10080,1595,12532,3,性价比一般，日常使用勉强可以接受。,2026-05-10,True
58,8496,153,2838,3,一般般，日常使用没有想象中好，但也不差。,2026-07-11,True
59,9579,3056,27416,5,用了一段时间了，舒适度表现稳定。,2025-12-25,True
60,8060,614,54242,4,朋友推荐的，果然不错，品质很满意。,2024-03-22,False
61,9837,2784,9007,4,性价比很高，外观设计完全满足需求。,2026-05-22,True
62,1259,12,51259,1,不建议购买，做工细节存在明显缺陷。,2024-08-25,True
63,8089,3609,19117,5,包装精美，手感很棒，会回购的。,2026-03-10,True
64,5276,4992,12882,5,品牌就是品牌，性能确实不一样。,2026-04-20,True
65,2044,193,33967,2,有色差/尺寸偏差，色差问题不够精确。,2025-10-03,True
66,5838,147,29535,5,品牌就是品牌，效果确实不一样。,2025-11-23,True
67,7686,1627,43283,5,很满意的一次购物，舒适度令人惊喜。,2025-05-15,True
68,6088,1661,40566,5,包装精美，效果很棒，会回购的。,2025-11-22,True
69,1630,2336,937,4,包装精美，舒适度很棒，会回购的。,2026-07-15,False
70,6510,1568,5610,4,用了一段时间了，做工表现稳定。,2026-06-28,True
71,1554,2554,54112,1,性价比不高，耐用性不值这个价。,2024-03-16,True
72,310,4603,21828,2,性价比不高，售后服务不值这个价。,2026-03-03,True
73,8717,4353,51310,2,跟图片不一样，售后服务严重不符描述。,2024-08-31,True
74,2573,1672,23327,5,比实体店便宜，手感品质也没话说。,2026-02-11,True
75,5556,4580,11938,5,性价比很高，品质完全满足需求。,2026-05-03,True
76,3253,1067,39322,5,比实体店便宜，性能品质也没话说。,2025-07-15,True
77,505,300,6339,4,用了一段时间了，功能表现稳定。,2026-06-24,True
78,1601,105,20109,3,没什么特别的，综合感受正常水平。,2026-03-03,True
79,5008,1688,25428,5,质量很好，手感超出预期，物流也快。,2026-01-09,True
80,4963,3175,863,5,第二次购买了，舒适度一如既往地好。,2026-07-11,True
81,10822,3324,48078,2,用了几次就出问题了，使用说明质量堪忧。,2025-01-12,True
82,780,2865,20271,2,不太满意，用料和描述有差距。,2026-02-25,True
83,9599,1833,11116,5,非常好用，舒适度很出色，推荐购买！,2026-05-09,True
84,11958,1572,16067,4,用了一段时间了，做工表现稳定。,2026-03-21,True
85,4335,416,37851,3,性价比一般，综合感受勉强可以接受。,2025-08-28,True
86,5300,4375,43416,3,性价比一般，日常使用勉强可以接受。,2025-05-11,False
87,8951,4895,43528,5,品牌就是品牌，效果确实不一样。,2025-05-08,False
88,944,1431,25714,2,物流太慢了，售后服务也不够好。,2026-01-10,True
89,6283,4361,2998,4,用了一段时间了，舒适度表现稳定。,2026-06-21,True
90,8619,2076,31216,2,物流太慢了，物流速度也不够好。,2025-11-13,True
91,7863,463,7096,2,太失望了，色差问题完全是劣质产品。,2026-05-29,True
92,11141,4350,50114,4,性价比很高，颜色完全满足需求。,2024-10-19,True
93,789,914,43114,5,品牌就是品牌，做工确实不一样。,2025-05-02,True
94,6152,4698,32363,5,非常好用，功能很出色，推荐购买！,2025-11-01,True
95,9095,3993,45488,5,用了一段时间了，功能表现稳定。,2025-04-02,True
96,7343,3463,14871,4,用了一段时间了，手感表现稳定。,2026-04-16,True
97,7190,3004,27338,2,不建议购买，用料存在明显缺陷。,2025-12-23,True
98,8271,3398,25898,4,品牌就是品牌，效果确实不一样。,2026-01-10,True
99,5823,814,36533,5,比实体店便宜，手感品质也没话说。,2025-09-03,True
100,3770,919,4146,5,品牌就是品牌，性能确实不一样。,2026-06-20,False
101,7676,264,38346,5,第二次购买了，功能一如既往地好。,2026-04-08,True
102,2334,1473,6387,5,质量很好，外观设计超出预期，物流也快。,2026-06-13,True
103,5307,396,7326,4,用了一段时间了，性能表现稳定。,2026-06-07,True
104,3907,1570,25228,5,质量很好，品质超出预期，物流也快。,2026-01-18,True
105,7334,867,28738,5,朋友推荐的，果然不错，舒适度很满意。,2025-12-23,True
106,1979,926,20656,5,比实体店便宜，材质品质也没话说。,2026-03-09,True
107,6881,2671,9449,4,非常好用，效果很出色，推荐购买！,2026-05-22,True
108,199,1767,686,3,还行吧，使用体验中规中矩，对得起价格。,2026-07-04,True
109,3762,516,46841,1,有色差/尺寸偏差，物流速度不够精确。,2025-02-08,True
110,703,2982,5256,2,太失望了，耐用性完全是劣质产品。,2026-06-25,True
111,8994,4193,17367,3,还行吧，整体表现中规中矩，对得起价格。,2026-03-24,True
112,8493,272,14953,5,第二次购买了，性能一如既往地好。,2026-04-25,True
113,11917,968,15817,5,用了一段时间了，做工表现稳定。,2026-03-26,True
114,9330,4631,43087,4,非常好用，做工很出色，推荐购买！,2025-05-08,True
115,430,3154,27667,5,第二次购买了，舒适度一如既往地好。,2025-12-20,True
116,8698,2171,33404,1,有色差/尺寸偏差，用料不够精确。,2025-10-22,True
117,3655,288,23066,5,品牌就是品牌，做工确实不一样。,2026-02-01,False
118,8024,367,26641,5,朋友推荐的，果然不错，颜色很满意。,2025-12-21,True
119,1364,1809,11743,4,非常好用，品质很出色，推荐购买！,2026-04-27,True
120,3941,2054,51742,5,很满意的一次购物，颜色令人惊喜。,2024-08-24,False
121,3616,4714,13849,5,品牌就是品牌，功能确实不一样。,2026-04-26,True
122,1100,611,24016,4,品牌就是品牌，品质确实不一样。,2026-01-19,True
123,8137,3421,31016,5,很满意的一次购物，性能令人惊喜。,2025-11-24,True
124,7236,4315,23866,5,第二次购买了，效果一如既往地好。,2026-02-04,False
125,5890,353,47362,5,性价比很高，做工完全满足需求。,2025-02-10,True
126,5281,1415,14968,5,朋友推荐的，果然不错，功能很满意。,2026-04-17,True
127,6530,4266,43377,5,质量很好，材质超出预期，物流也快。,2025-05-15,True
128,4616,3562,2346,4,用了一段时间了，手感表现稳定。,2026-06-24,True
129,10199,3647,8980,3,一般般，整体表现没有想象中好，但也不差。,2026-05-15,True
130,5289,4184,15392,4,非常好用，效果很出色，推荐购买！,2026-04-01,True
131,5662,2544,34753,5,用了一段时间了，性能表现稳定。,2025-09-29,False
132,8232,4083,39893,5,第二次购买了，手感一如既往地好。,2025-07-01,True
133,7383,2195,6661,4,朋友推荐的，果然不错，舒适度很满意。,2026-05-29,True
134,8608,2568,20591,3,凑合能用，综合感受有待改进。,2026-02-27,True
135,9907,3191,48766,5,非常好用，舒适度很出色，推荐购买！,2024-12-29,True
136,3895,3816,26845,5,非常好用，材质很出色，推荐购买！,2025-12-27,False
137,7645,4673,39258,3,没什么特别的，使用体验正常水平。,2025-07-09,True
138,4363,4439,41152,5,朋友推荐的，果然不错，做工很满意。,2025-06-24,True
139,34,2304,4471,4,品牌就是品牌，外观设计确实不一样。,2026-06-25,True
140,6027,2718,23404,4,性价比很高，颜色完全满足需求。,2026-01-29,True
141,3307,1546,41114,3,凑合能用，日常使用有待改进。,2025-06-30,True
142,10398,490,40144,3,凑合能用，日常使用有待改进。,2025-06-21,True
143,10750,2839,35569,5,用了一段时间了，效果表现稳定。,2025-09-04,True
144,505,415,6339,4,比实体店便宜，材质品质也没话说。,2026-06-10,True
145,9217,2190,21004,1,不建议购买，色差问题存在明显缺陷。,2026-02-20,True
146,2327,3113,26258,5,用了一段时间了，材质表现稳定。,2026-01-18,True
147,5458,321,35881,5,比实体店便宜，品质品质也没话说。,2025-09-09,True
148,10142,611,48071,4,包装精美，颜色很棒，会回购的。,2025-01-14,True
149,8630,874,40031,5,品牌就是品牌，手感确实不一样。,2025-06-30,True
150,9941,2257,16613,4,很满意的一次购物，效果令人惊喜。,2026-03-26,True
151,5952,323,28142,4,品牌就是品牌，性能确实不一样。,2025-12-05,True
152,735,4488,4785,4,比实体店便宜，舒适度品质也没话说。,2026-06-18,True
153,2117,72,20255,4,包装精美，舒适度很棒，会回购的。,2026-03-16,True
154,10605,533,35319,2,物流太慢了，精确度也不够好。,2025-12-16,False
155,3836,2950,14100,5,品牌就是品牌，性能确实不一样。,2026-04-30,True
156,5170,2153,29135,1,不太满意，做工细节和描述有差距。,2025-12-07,True
157,6730,415,12407,4,品牌就是品牌，外观设计确实不一样。,2026-04-19,True
158,745,646,21291,1,不建议购买，耐用性存在明显缺陷。,2026-02-23,True
159,5053,3106,31729,3,性价比一般，使用体验勉强可以接受。,2025-11-11,False
160,2999,1017,19877,5,比实体店便宜，手感品质也没话说。,2026-03-18,False
161,3261,3989,11989,5,第二次购买了，颜色一如既往地好。,2026-04-30,True
162,3991,1833,51648,2,物流太慢了，做工细节也不够好。,2024-08-19,True
163,300,12,4322,1,不太满意，色差问题和描述有差距。,2026-06-11,True
164,5021,1698,6386,1,质量一般，精确度有点让人失望。,2026-05-28,False
165,2184,1388,27885,3,性价比一般，整体表现勉强可以接受。,2025-12-18,True
166,7902,714,13647,4,非常好用，舒适度很出色，推荐购买！,2026-04-12,False
167,272,159,42774,5,很满意的一次购物，材质令人惊喜。,2025-05-28,True
168,5687,4404,38035,4,包装精美，效果很棒，会回购的。,2025-08-04,True
169,6143,4122,12690,4,用了一段时间了，性能表现稳定。,2026-04-28,True
170,1399,2950,11684,2,物流太慢了，包装也不够好。,2026-05-10,True
171,7866,4319,29705,5,很满意的一次购物，效果令人惊喜。,2025-11-21,True
172,5566,4975,46871,5,很满意的一次购物，品质令人惊喜。,2025-02-14,True
173,7630,334,42668,4,品牌就是品牌，外观设计确实不一样。,2025-05-10,False
174,3573,3114,22897,5,朋友推荐的，果然不错，舒适度很满意。,2026-01-31,True
175,11973,196,7395,5,质量很好，功能超出预期，物流也快。,2026-06-13,True
176,8952,3514,23510,4,性价比很高，外观设计完全满足需求。,2026-01-20,True
177,8808,3551,19630,5,质量很好，手感超出预期，物流也快。,2026-03-15,True
178,8165,814,18585,5,性价比很高，颜色完全满足需求。,2026-03-27,True
179,7897,2584,10431,3,还行吧，实际效果中规中矩，对得起价格。,2026-05-01,True
180,6821,2908,20147,3,还行吧，整体表现中规中矩，对得起价格。,2026-03-08,True
181,4761,245,1368,3,性价比一般，日常使用勉强可以接受。,2026-07-16,True
182,7408,3779,22069,5,品牌就是品牌，功能确实不一样。,2026-03-01,True
183,3110,1903,52402,4,包装精美，外观设计很棒，会回购的。,2026-02-19,True
184,7464,4345,44948,3,性价比一般，整体表现勉强可以接受。,2025-03-18,True
185,4710,277,17895,2,太失望了，精确度完全是劣质产品。,2026-04-01,True
186,11521,2118,47779,4,质量很好，性能超出预期，物流也快。,2025-01-10,True
187,6062,3279,39421,4,质量很好，舒适度超出预期，物流也快。,2025-08-01,True
188,1798,2110,28193,5,质量很好，舒适度超出预期，物流也快。,2025-12-13,False
189,8255,2190,33801,3,凑合能用，日常使用有待改进。,2025-10-06,True
190,2535,3765,5852,5,非常好用，做工很出色，推荐购买！,2026-06-23,True
191,49,1783,8377,5,很满意的一次购物，品质令人惊喜。,2026-05-15,True
192,1028,2737,46154,5,很满意的一次购物，功能令人惊喜。,2025-03-04,False
193,1808,4315,29878,5,性价比很高，舒适度完全满足需求。,2025-12-04,False
194,10829,404,4609,5,非常好用，材质很出色，推荐购买！,2026-06-10,True
195,3930,3357,36915,4,包装精美，做工很棒，会回购的。,2025-08-22,True
196,11451,55,31964,5,质量很好，功能超出预期，物流也快。,2025-10-22,True
197,3348,3165,27977,5,性价比很高，品质完全满足需求。,2025-12-29,False
198,9654,4310,25264,2,包装破损了，精确度也受影响。,2026-01-28,True
199,9143,1344,22845,1,不太满意，耐用性和描述有差距。,2026-02-13,True
200,5838,381,5112,5,朋友推荐的，果然不错，性能很满意。,2026-07-01,True
201,5420,3367,28648,5,比实体店便宜，效果品质也没话说。,2025-12-11,True
202,5540,3750,30537,3,一般般，实际效果没有想象中好，但也不差。,2026-03-26,True
203,3463,670,16442,5,质量很好，效果超出预期，物流也快。,2026-04-13,True
204,668,1333,38787,5,性价比很高，品质完全满足需求。,2025-07-21,True
205,1890,2611,6262,4,非常好用，颜色很出色，推荐购买！,2026-06-22,False
206,1144,3184,18809,4,质量很好，手感超出预期，物流也快。,2026-03-16,True
207,10563,4038,21276,1,不建议购买，色差问题存在明显缺陷。,2026-02-11,True
208,6286,2622,20092,5,很满意的一次购物，做工令人惊喜。,2026-03-10,True
209,7521,1897,25553,5,用了一段时间了，功能表现稳定。,2026-01-01,True
210,1616,3969,23048,5,品牌就是品牌，功能确实不一样。,2026-02-12,True
211,10478,3106,45751,5,非常好用，效果很出色，推荐购买！,2025-06-14,True
212,2814,2471,3655,3,还行吧，综合感受中规中矩，对得起价格。,2026-07-07,True
213,8328,2884,51299,5,性价比很高，材质完全满足需求。,2024-08-30,True
214,290,277,26,4,非常好用，材质很出色，推荐购买！,2026-07-24,True
215,11203,4369,14476,5,包装精美，外观设计很棒，会回购的。,2026-04-18,True
216,5236,4336,39589,4,非常好用，功能很出色，推荐购买！,2025-07-25,True
217,10474,1806,33082,5,朋友推荐的，果然不错，颜色很满意。,2025-10-14,True
218,11596,203,13796,3,一般般，整体表现没有想象中好，但也不差。,2026-04-26,True
219,8528,2889,11670,3,性价比一般，整体表现勉强可以接受。,2026-05-13,True
220,1178,3188,34955,5,质量很好，性能超出预期，物流也快。,2025-10-02,True
221,8600,2563,31841,4,用了一段时间了，外观设计表现稳定。,2025-11-07,True
222,7157,3955,28517,3,没什么特别的，整体表现正常水平。,2025-12-09,False
223,7616,1897,41769,5,非常好用，效果很出色，推荐购买！,2025-11-04,True
224,7479,2597,31874,5,比实体店便宜，品质品质也没话说。,2025-11-06,True
225,8557,4453,8725,5,品牌就是品牌，外观设计确实不一样。,2026-05-17,True
226,7392,988,2974,4,包装精美，颜色很棒，会回购的。,2026-07-12,True
227,5737,1248,54423,5,性价比很高，功能完全满足需求。,2024-06-10,True
228,10487,3281,22589,5,朋友推荐的，果然不错，性能很满意。,2026-02-10,True
229,8052,3127,49044,1,包装破损了，耐用性也受影响。,2024-12-20,True
230,3243,2221,29007,5,性价比很高，外观设计完全满足需求。,2025-11-28,True
231,3470,3818,48547,4,用了一段时间了，效果表现稳定。,2024-12-26,True
232,9998,3929,7128,4,性价比很高，颜色完全满足需求。,2026-05-22,True
233,11612,2706,37818,4,第二次购买了，效果一如既往地好。,2025-08-24,True
234,8470,319,1328,1,质量一般，质感有点让人失望。,2026-07-17,True
235,783,4590,52773,1,有色差/尺寸偏差，用料不够精确。,2024-06-27,True
236,8121,1226,3086,5,比实体店便宜，性能品质也没话说。,2026-07-11,True
237,2186,2837,54397,5,比实体店便宜，材质品质也没话说。,2024-03-03,True
238,3926,2045,19635,5,很满意的一次购物，手感令人惊喜。,2026-02-22,True
239,3385,585,28984,4,很满意的一次购物，性能令人惊喜。,2025-12-01,True
240,5566,3569,13682,5,包装精美，颜色很棒，会回购的。,2026-04-22,False
241,3063,1041,19613,4,比实体店便宜，外观设计品质也没话说。,2026-03-14,True
242,9138,3341,36976,4,非常好用，颜色很出色，推荐购买！,2025-08-16,True
243,10260,439,32333,5,朋友推荐的，果然不错，性能很满意。,2025-10-22,False
244,2177,1031,18291,4,第二次购买了，效果一如既往地好。,2026-03-11,False
245,2562,4401,1232,3,还行吧，使用体验中规中矩，对得起价格。,2026-07-02,True
246,3130,3994,34173,5,比实体店便宜，外观设计品质也没话说。,2025-09-26,True
247,10312,1903,16561,4,质量很好，性能超出预期，物流也快。,2026-04-11,True
248,10353,1643,40706,4,非常好用，品质很出色，推荐购买！,2025-06-25,True
249,2846,4155,19689,5,品牌就是品牌，外观设计确实不一样。,2026-02-27,True
250,6868,2213,659,1,不太满意，售后服务和描述有差距。,2026-07-11,True
251,8587,3116,49463,5,比实体店便宜，手感品质也没话说。,2024-11-18,True
252,7265,2313,11158,5,非常好用，手感很出色，推荐购买！,2026-05-01,True
253,365,2766,587,1,物流太慢了，质感也不够好。,2026-07-06,False
254,5864,4047,16206,5,非常好用，效果很出色，推荐购买！,2026-04-15,True
255,3796,1478,18057,5,包装精美，做工很棒，会回购的。,2026-04-02,True
256,7175,2190,1412,4,很满意的一次购物，手感令人惊喜。,2026-06-26,True
257,1721,2749,36749,3,性价比一般，使用体验勉强可以接受。,2025-08-20,True
258,4429,1114,18324,5,非常好用，舒适度很出色，推荐购买！,2026-03-13,True
259,10942,2225,54984,4,质量很好，外观设计超出预期，物流也快。,2024-01-19,True
260,6879,611,7841,5,第二次购买了，外观设计一如既往地好。,2026-06-01,True
261,5543,54,30048,1,包装破损了，包装也受影响。,2025-12-02,True
262,4894,3057,33573,1,性价比不高，精确度不值这个价。,2025-10-04,True
263,7543,2537,33383,2,有色差/尺寸偏差，使用说明不够精确。,2025-10-03,False
264,2673,399,35541,5,第二次购买了，品质一如既往地好。,2025-09-13,True
265,8581,2451,51864,5,朋友推荐的，果然不错，外观设计很满意。,2024-08-24,True
266,5566,731,46871,5,朋友推荐的，果然不错，手感很满意。,2025-02-23,True
267,4628,3890,42977,1,有色差/尺寸偏差，使用说明不够精确。,2025-05-02,True
268,3722,159,16982,4,比实体店便宜，手感品质也没话说。,2026-03-15,True
269,3145,10,52431,3,没什么特别的，整体表现正常水平。,2024-07-19,True
270,1049,4279,15275,5,包装精美，舒适度很棒，会回购的。,2026-04-04,True
271,4690,4529,12757,5,性价比很高，性能完全满足需求。,2026-04-20,True
272,9057,2358,9938,4,很满意的一次购物，外观设计令人惊喜。,2026-05-24,False
273,5699,4120,40633,3,凑合能用，整体表现有待改进。,2025-06-21,False
274,8764,2837,41176,4,质量很好，效果超出预期，物流也快。,2025-06-13,False
275,7191,1465,32956,3,凑合能用，整体表现有待改进。,2025-10-27,True
276,907,2766,48948,4,质量很好，品质超出预期，物流也快。,2025-08-16,True
277,11797,3737,12071,5,比实体店便宜，外观设计品质也没话说。,2026-05-03,True
278,4091,190,30543,4,很满意的一次购物，功能令人惊喜。,2025-12-04,True
279,6133,484,20542,2,用了几次就出问题了，做工细节质量堪忧。,2026-02-19,True
280,2117,4120,31059,4,品牌就是品牌，颜色确实不一样。,2025-11-21,True
281,11597,2795,43684,3,一般般，综合感受没有想象中好，但也不差。,2025-05-14,True
282,9777,2850,32884,3,凑合能用，使用体验有待改进。,2025-10-10,False
283,9441,1086,2676,3,还行吧，日常使用中规中矩，对得起价格。,2026-07-12,True
284,10942,627,54984,4,很满意的一次购物，性能令人惊喜。,2024-01-09,True
285,7308,580,52944,4,第二次购买了，手感一如既往地好。,2024-06-13,True
286,7927,4681,33821,4,质量很好，手感超出预期，物流也快。,2025-10-13,True
287,2133,786,44209,1,物流太慢了，耐用性也不够好。,2025-05-02,True
288,7110,1870,19450,1,跟图片不一样，耐用性严重不符描述。,2026-03-05,False
289,376,3332,53473,5,很满意的一次购物，舒适度令人惊喜。,2024-05-12,True
290,10274,4471,52941,1,有色差/尺寸偏差，质感不够精确。,2024-06-24,True
291,5531,1671,11175,4,质量很好，颜色超出预期，物流也快。,2026-05-17,True
292,11073,326,44214,5,比实体店便宜，舒适度品质也没话说。,2025-04-26,True
293,8746,1067,6493,5,质量很好，功能超出预期，物流也快。,2026-06-07,True
294,4447,4911,12408,2,质量一般，质感有点让人失望。,2026-04-20,True
295,6648,814,49719,4,第二次购买了，手感一如既往地好。,2024-11-02,True
296,11595,3227,37592,4,朋友推荐的，果然不错，品质很满意。,2025-11-14,True
297,5035,4111,53201,2,性价比不高，精确度不值这个价。,2024-06-11,True
298,6238,2423,18997,5,第二次购买了，性能一如既往地好。,2026-03-08,True
299,3425,551,46694,4,很满意的一次购物，效果令人惊喜。,2025-02-02,True
300,11631,1313,26748,5,朋友推荐的，果然不错，手感很满意。,2026-01-10,True
301,9491,4725,25361,5,包装精美，外观设计很棒，会回购的。,2026-01-13,True
302,8913,2344,14446,5,用了一段时间了，效果表现稳定。,2026-04-17,True
303,2398,884,16608,5,第二次购买了，效果一如既往地好。,2026-03-24,True
304,1436,1473,53874,4,比实体店便宜，材质品质也没话说。,2024-04-23,True
305,6329,2381,6040,5,非常好用，效果很出色，推荐购买！,2026-06-03,True
306,11763,580,26189,3,一般般，使用体验没有想象中好，但也不差。,2026-01-10,True
307,8542,3764,40473,4,品牌就是品牌，品质确实不一样。,2025-07-08,False
308,4504,4469,21634,4,包装精美，外观设计很棒，会回购的。,2026-02-18,True
309,2969,2094,36312,5,性价比很高，做工完全满足需求。,2025-08-31,False
310,9653,4070,17764,4,很满意的一次购物，颜色令人惊喜。,2026-03-12,True
311,10169,3584,15849,4,包装精美，外观设计很棒，会回购的。,2026-03-31,True
312,4135,281,1367,4,质量很好，性能超出预期，物流也快。,2026-07-05,True
313,4640,122,50254,5,第二次购买了，手感一如既往地好。,2025-02-25,True
314,11701,2350,15155,5,用了一段时间了，品质表现稳定。,2026-04-05,True
315,8079,2897,39929,1,包装破损了，用料也受影响。,2025-07-03,True
316,6232,3609,18456,4,包装精美，材质很棒，会回购的。,2026-03-17,True
317,489,1300,10131,3,凑合能用，综合感受有待改进。,2026-05-26,True
318,10119,1636,35585,4,非常好用，功能很出色，推荐购买！,2025-09-22,False
319,3224,3571,4690,5,很满意的一次购物，手感令人惊喜。,2026-06-16,True
320,6288,3186,20991,5,第二次购买了，做工一如既往地好。,2026-03-07,True
321,10945,985,17606,5,非常好用，品质很出色，推荐购买！,2026-03-12,True
322,10408,3501,54554,5,朋友推荐的，果然不错，效果很满意。,2024-07-18,True
323,3745,2085,40001,5,性价比很高，功能完全满足需求。,2025-07-22,True
324,3529,3505,9020,5,非常好用，品质很出色，推荐购买！,2026-05-10,True
325,6228,4363,33978,4,性价比很高，效果完全满足需求。,2025-10-15,True
326,2192,164,24357,3,还行吧，综合感受中规中矩，对得起价格。,2026-01-21,True
327,912,3713,33107,1,不太满意，用料和描述有差距。,2025-11-01,True
328,343,1843,46439,4,第二次购买了，品质一如既往地好。,2025-02-07,False
329,9821,2416,53398,3,一般般，实际效果没有想象中好，但也不差。,2024-05-09,True
330,5765,3463,34659,5,品牌就是品牌，功能确实不一样。,2025-09-15,True
331,8769,3258,22395,5,用了一段时间了，舒适度表现稳定。,2026-02-03,True
332,497,1183,1308,5,朋友推荐的，果然不错，品质很满意。,2026-07-02,True
333,4490,813,41077,3,性价比一般，使用体验勉强可以接受。,2025-06-13,True
334,6541,3587,34691,5,很满意的一次购物，效果令人惊喜。,2025-09-16,True
335,6577,1708,21670,3,一般般，综合感受没有想象中好，但也不差。,2026-02-17,True
336,1877,319,8189,4,质量很好，材质超出预期，物流也快。,2026-06-10,True
337,11660,757,18046,3,还行吧，实际效果中规中矩，对得起价格。,2026-03-16,True
338,5,3278,18664,3,性价比一般，实际效果勉强可以接受。,2026-03-02,True
339,10269,1433,7815,4,比实体店便宜，材质品质也没话说。,2026-06-12,True
340,7496,1842,48926,4,用了一段时间了，颜色表现稳定。,2024-12-18,True
341,11430,2685,1386,4,比实体店便宜，手感品质也没话说。,2026-07-10,False
342,6790,1043,36982,5,非常好用，效果很出色，推荐购买！,2025-08-16,False
343,7020,4259,19025,4,朋友推荐的，果然不错，外观设计很满意。,2026-03-26,True
344,3204,3139,34722,4,品牌就是品牌，外观设计确实不一样。,2025-09-17,True
345,2734,3045,30655,5,性价比很高，外观设计完全满足需求。,2025-11-25,True
346,6570,2545,38503,5,品牌就是品牌，功能确实不一样。,2025-08-01,True
347,8309,292,30430,5,质量很好，舒适度超出预期，物流也快。,2025-11-11,True
